City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Mount Gambier,40,AU,1635622998,93,-37.8333,140.7667,40.91,0.0
Kollo,5,NE,1635622998,15,13.3043,2.339,93.63,5.57
Nueva Santa Rosa,98,GT,1635622998,88,14.3811,-90.2761,77.38,1.32
Khāsh,0,IR,1635622999,30,28.2211,61.2158,61.05,4.65
Sistranda,100,NO,1635622999,83,63.7256,8.834,49.89,22.28
Dalby,44,AU,1635623000,50,-27.1833,151.2667,54.3,8.16
Inírida,84,CO,1635623000,86,3.8653,-67.9239,80.29,4.18
Zhigansk,100,RU,1635623001,96,66.7697,123.3711,-1.46,16.93
Coyhaique,0,CL,1635623001,23,-45.5752,-72.0662,62.55,11.5
Imperial Beach,75,US,1635623002,74,32.5839,-117.1131,80.98,10.36
Quatre Cocos,46,MU,1635623002,77,-20.2078,57.7625,71.71,7.81
Novoagansk,89,RU,1635623002,96,61.9449,76.6625,12.9,8.32
Nara,88,JP,1635622992,70,34.6851,135.8049,62.98,3.2
Great Yarmouth,100,GB,1635623003,82,52.6083,1.7305,51.03,12.1
Novy Urengoy,97,RU,1635623003,92,66.0833,76.6333,8.98,14.2
Muros,100,ES,1635622881,90,42.7762,-9.0603,64.24,13.22
Kutum,6,SD,1635623004,17,14.2,24.6667,76.89,5.19
Owerri,100,NG,1635623004,93,5.4833,7.0304,75.87,2.59
Statesboro,90,US,1635623005,67,32.4488,-81.7832,64.54,6.91
Kuito,100,AO,1635623005,94,-12.3833,16.9333,62.22,2.17
Abu Dhabi,0,AE,1635622903,61,24.4667,54.3667,84.22,5.75
Petropavlovsk-Kamchatskiy,0,RU,1635622983,80,53.0452,158.6483,27.19,6.71
Kudahuvadhoo,12,MV,1635622919,77,2.6708,72.8944,82.2,15.32
Makakilo City,1,US,1635623006,65,21.3469,-158.0858,80.62,0.0
Aykhal,100,RU,1635623007,97,66.0,111.5,15.51,7.0
Kondoa,82,TZ,1635623007,72,-4.9,35.7833,68.45,7.43
Savannah Bight,84,HN,1635623007,65,16.45,-85.85,84.99,18.03
Marondera,88,ZW,1635623008,37,-18.1853,31.5519,71.44,8.03
Anadyr,90,RU,1635623008,84,64.75,177.4833,3.7,15.01
Yelat'ma,87,RU,1635623009,94,54.9675,41.7508,45.46,8.23
Yulara,100,AU,1635623009,88,-25.2406,130.9889,58.84,8.05
Poronaysk,100,RU,1635623009,95,49.2167,143.1167,35.19,13.76
Rognan,100,NO,1635623010,87,67.0953,15.3878,48.34,5.14
Prince Rupert,78,CA,1635622899,75,54.3161,-130.3201,44.29,11.5
Marzuq,98,YE,1635623011,56,14.4,46.4667,74.55,3.85
Nioro,100,GM,1635622757,77,13.35,-15.75,74.82,6.08
Waddān,100,LY,1635623012,31,29.1614,16.139,71.83,6.06
Baykit,100,RU,1635623012,84,61.67,96.37,17.91,11.25
Río Gallegos,0,AR,1635622923,17,-51.6226,-69.2181,62.65,14.97
Alyangula,56,AU,1635623013,94,-13.8483,136.4192,75.07,0.0
Bratsk,100,RU,1635623014,88,56.1325,101.6142,39.69,6.96
Yaqui,0,MX,1635623014,28,27.3667,-110.1667,89.4,9.28
Tautira,40,PF,1635622967,76,-17.7333,-149.15,80.62,16.44
Pakokku,9,MM,1635623015,86,21.3333,95.1,77.0,5.03
Florence,0,IT,1635623015,75,43.7667,11.25,62.29,1.14
Araouane,97,ML,1635622944,19,18.9048,-3.5265,89.46,10.27
Nome,1,US,1635623016,72,64.5011,-165.4064,6.87,5.75
Lamar,1,US,1635623016,32,33.6668,-95.5836,72.99,12.66
Monrovia,100,LR,1635622980,84,6.3005,-10.7969,78.57,6.67
Calvinia,17,ZA,1635623017,35,-31.4707,19.776,70.99,2.39
Rhyl,90,GB,1635623017,90,53.3196,-3.4886,49.84,8.61
Yushu,100,CN,1635623018,72,44.8,126.5333,43.54,9.64
Gorontalo,99,ID,1635623018,94,0.5412,123.0595,74.71,2.89
Fort Nelson,20,CA,1635622881,59,58.8053,-122.7002,29.79,5.75
El Milagro,40,HN,1635623019,63,15.4,-87.9667,83.88,9.22
Asău,0,RO,1635622774,90,46.4333,26.4,44.76,1.07
Manaure,91,CO,1635623019,68,11.7751,-72.4445,84.2,11.92
Port Hardy,40,CA,1635622820,81,50.6996,-127.4199,42.98,0.0
Ancud,0,CL,1635623020,47,-41.8697,-73.8203,60.33,2.39
Simpang,77,ID,1635623020,96,-1.2667,104.0833,74.5,1.32
Te Anau,100,NZ,1635622823,95,-45.4167,167.7167,46.4,5.06
Sedkyrkeshch,90,RU,1635623021,100,61.75,50.9167,32.27,0.0
Vangaindrano,100,MG,1635623022,82,-23.35,47.6,70.3,3.58
Shache,1,CN,1635623022,33,38.4167,77.2406,47.7,3.98
Lukovetskiy,100,RU,1635623023,100,64.2956,41.9211,37.38,4.63
Beringovskiy,97,RU,1635623023,96,63.05,179.3167,5.58,18.23
Camacha,40,PT,1635623024,88,33.0833,-16.3333,69.22,9.22
Tumpat,40,MY,1635623024,100,6.1978,102.171,75.18,2.3
Magugu,93,TZ,1635623025,71,-4.0167,35.7667,72.84,2.24
Norrköping,90,SE,1635623025,98,58.5942,16.1826,47.39,8.05
San Cosme y Damián,99,PY,1635623025,61,-27.3167,-56.35,71.29,6.53
Kimbe,17,PG,1635623026,91,-5.5502,150.1429,76.15,4.12
Rafaela,0,AR,1635623026,22,-31.2503,-61.4867,98.01,5.01
Abu Samrah,77,SY,1635623027,41,35.3029,37.1841,69.64,6.87
Santarém,40,BR,1635623027,62,-2.4431,-54.7083,89.73,9.22
Ambilobe,98,MG,1635623027,80,-13.2,49.05,75.96,1.68
Agüimes,20,ES,1635623028,74,27.9054,-15.4461,67.01,14.97
Mtwara,3,TZ,1635623028,81,-10.2667,40.1833,76.5,7.81
Sawākin,1,SD,1635623029,73,19.1059,37.3321,84.33,5.86
Touros,57,BR,1635622848,74,-5.1989,-35.4608,85.1,17.76
Polunochnoye,69,RU,1635623030,98,60.8697,60.4153,15.06,2.73
Chennai,75,IN,1635623030,94,13.0878,80.2785,80.58,0.0
Evensk,95,RU,1635623030,74,61.95,159.2333,8.73,10.94
Porto-Novo,100,BJ,1635623031,84,6.4965,2.6036,80.04,6.11
Kawalu,100,ID,1635623031,96,-7.3817,108.2082,71.94,1.03
Sakaiminato,75,JP,1635623032,94,35.55,133.2333,57.18,6.91
Tuatapere,100,NZ,1635623032,92,-46.1333,167.6833,50.63,13.76
Baoqing,99,CN,1635623033,43,46.3317,132.2111,34.2,5.93
Kajiado,13,KE,1635623033,78,-1.8524,36.7768,67.48,14.12
Klaksvík,100,FO,1635623033,92,62.2266,-6.589,47.32,8.68
Ban Nahin,30,LA,1635623034,92,18.2418,104.2122,70.65,3.58
Itupiranga,25,BR,1635622864,51,-5.1347,-49.3267,93.52,3.76
Redwater,0,US,1635623035,47,33.3582,-94.2544,71.49,8.5
Kisangani,42,CD,1635623035,94,0.5167,25.2,71.24,1.16
Terney,100,RU,1635623036,68,45.0503,136.6092,44.56,7.94
Jinchang,0,CN,1635623036,42,38.4953,102.1739,41.05,3.76
Buraidah,0,SA,1635622981,29,26.326,43.975,77.45,14.09
Newcastle,75,AU,1635623038,95,-32.9272,151.7765,56.79,5.75
Saint-Joseph,99,RE,1635623038,81,-21.3667,55.6167,70.16,3.31
Zliten,100,LY,1635623035,63,32.4674,14.5687,72.46,14.52
Antequera,100,ES,1635623039,81,37.0194,-4.5612,66.18,4.74
San Cristobal,99,VE,1635622856,87,7.7669,-72.225,77.18,3.6
Otorohanga,100,NZ,1635623040,97,-38.1833,175.2,64.2,4.03
Poum,32,NC,1635622763,73,-20.2333,164.0167,74.86,4.85
Brenham,1,US,1635623040,28,30.1669,-96.3977,76.96,3.44
Tabou,100,CI,1635623041,86,4.423,-7.3528,77.97,5.68
Labuhan,90,ID,1635623041,82,-6.8844,112.2051,80.02,3.18
Aktash,100,RU,1635623042,73,50.3,87.7333,20.82,4.54
Lashio,53,MM,1635623043,99,22.9333,97.75,62.08,0.83
Comodoro Rivadavia,20,AR,1635623044,62,-45.8667,-67.5,51.66,9.22
Belyy Yar,0,RU,1635623045,75,53.6039,91.3903,37.29,15.66
Hailar,1,CN,1635623045,45,49.2,119.7,25.5,5.79
Mazatlán,1,MX,1635622959,80,23.2167,-106.4167,87.03,7.25
Qinhuangdao,19,CN,1635623046,80,39.9317,119.5883,51.49,12.33
Maïné Soroa,59,NE,1635623047,13,13.2114,12.0241,88.03,7.67
Tessalit,85,ML,1635622915,12,20.1986,1.0114,87.49,8.86
Broome,90,US,1635623047,77,42.2506,-75.833,57.36,1.01
Beloha,10,MG,1635623048,80,-25.1667,45.05,67.95,12.08
Kavieng,34,PG,1635623048,78,-2.5744,150.7967,82.18,12.57
Sémbé,82,CG,1635623049,97,1.6481,14.5806,71.51,2.95
Oksovskiy,100,RU,1635623049,86,62.6062,39.8984,44.44,7.9
São Roque,90,BR,1635622883,87,-23.5292,-47.1353,81.09,9.53
Erdenet,86,MN,1635623050,73,49.0333,104.0833,27.86,4.74
Tena,97,EC,1635623050,66,-0.9833,-77.8167,84.96,3.11
Zlobin,40,HR,1635623051,79,45.2924,14.6541,47.16,0.0
Reconquista,0,AR,1635622916,21,-29.15,-59.65,99.3,7.31
Tāybād,9,IR,1635622786,29,34.74,60.7756,57.81,6.85
Robertsport,97,LR,1635623052,84,6.7533,-11.3686,78.12,7.99
Kepala Batas,20,MY,1635623052,93,5.5171,100.4265,78.91,3.44
Kysyl-Syr,93,RU,1635623053,94,63.8986,122.7617,6.42,8.48
Nelson Bay,100,AU,1635623053,73,-32.7167,152.15,61.11,3.0
Kushima,97,JP,1635623053,93,31.4583,131.2333,61.54,8.88
Moranbah,7,AU,1635623054,63,-22.0016,148.0466,77.29,8.43
São Raimundo das Mangabeiras,24,BR,1635623054,38,-7.0219,-45.4811,90.75,8.12
Sirtich,95,RU,1635623055,92,41.8321,48.228,49.59,4.88
Rangāpāra,6,IN,1635623056,70,26.8167,92.65,64.99,2.48
Rāhuri,24,IN,1635623056,61,19.3833,74.65,68.2,5.75
Matara,47,LK,1635623012,91,5.9485,80.5353,76.5,3.24
Nishihara,20,JP,1635623057,79,26.1842,127.7558,72.68,0.0
Laguna,1,US,1635623057,73,38.421,-121.4238,74.23,5.01
Monte Alegre,11,BR,1635623057,49,-2.0078,-54.0692,90.14,3.15
Aswān,0,EG,1635623058,23,24.0934,32.907,88.9,9.22
Bella Union,26,UY,1635623058,35,-30.2752,-57.6007,91.35,4.97
Geraldton,0,AU,1635623059,82,-28.7667,114.6,52.21,9.22
İskilip,47,TR,1635623059,64,40.7353,34.4739,48.07,2.17
Khasan,18,RU,1635623060,76,42.4308,130.6434,48.81,5.68
Baoning,90,CN,1635623060,94,25.3378,110.026,62.46,2.24
Natal,20,BR,1635622989,65,-5.795,-35.2094,84.85,19.57
Tallahassee,75,US,1635622977,68,30.4383,-84.2807,67.62,1.01
Muncar,96,ID,1635623061,91,-8.4333,114.3333,76.53,0.63
Am Timan,100,TD,1635623061,31,11.0297,20.2827,81.36,3.91
Meulaboh,100,ID,1635623020,89,4.1363,96.1285,75.56,4.23
Afikpo,99,NG,1635623062,91,5.8931,7.9374,76.39,6.6
Senanga,35,ZM,1635623062,45,-16.1167,23.2667,78.6,3.96
Erzin,77,TR,1635623063,72,36.9559,36.2,70.52,6.64
Al Bardīyah,3,LY,1635623065,66,31.7561,25.0865,71.6,5.68
Qaqortoq,65,GL,1635622853,75,60.7167,-46.0333,30.7,4.25
Marsh Harbour,15,BS,1635622930,64,26.5412,-77.0636,81.16,20.89
Letlhakane,52,BW,1635623065,35,-21.4167,25.5833,79.45,2.26
Ribeira Brava,25,PT,1635623066,79,32.65,-17.0667,73.71,7.74
Voyvozh,97,RU,1635623066,98,62.892,54.9635,21.69,1.45
San Patricio,0,US,1635623067,17,28.017,-97.5169,85.05,2.39
Ringsted,100,DK,1635623068,66,55.4426,11.7901,53.01,13.49
Bakchar,100,RU,1635622833,52,57.0186,82.0711,26.26,7.38
Liwale,6,TZ,1635623068,77,-9.7667,37.9333,71.85,3.78
Kaka,92,TM,1635623069,39,37.3482,59.6143,57.83,5.61
Skovorodino,16,RU,1635623074,53,53.9833,123.9167,20.44,2.42
Ferkessédougou,100,CI,1635623075,65,9.6,-5.2,80.37,2.19
Launceston,14,AU,1635622841,93,-41.45,147.1667,46.8,11.5
Sola,1,VU,1635623075,69,-13.8833,167.55,81.1,17.4
Ingham,90,US,1635623076,91,42.6,-84.3833,52.25,3.44
Cabedelo,5,BR,1635623077,68,-6.9811,-34.8339,83.07,16.6
Egvekinot,100,RU,1635623077,89,66.3167,-179.1667,-0.44,10.51
Bay City,90,US,1635623078,92,43.5945,-83.8889,52.66,9.22
Lüderitz,7,NA,1635623079,93,-26.6481,15.1594,59.5,5.32
Saint Anthony,1,US,1635623079,62,45.0205,-93.218,59.32,1.99
Chingirlau,12,KZ,1635623080,75,51.095,54.0814,40.14,10.04
De Aar,0,ZA,1635623081,38,-30.6497,24.0123,67.37,8.19
Lorengau,83,PG,1635623081,79,-2.0226,147.2712,81.63,6.78
Kavaratti,93,IN,1635623081,72,10.5669,72.642,81.97,2.84
Henties Bay,0,NA,1635623082,89,-22.116,14.2845,57.85,4.61
Berdigestyakh,69,RU,1635623083,99,62.0989,126.6992,2.17,4.45
Manuk Mangkaw,60,PH,1635623083,73,4.8,119.85,82.8,2.93
